bl_code,name,quantity
BRA2.4C,Professional Acrylic Brush no. 4,0
BRA2.6C,Professional Acrylic Brush no. 6,0
BRG1.C,Professional Gel Brush,0
BRG2.C,Professional Gel Brush,0
BRG3.C,Professional Gel Brush,0
BRG4.C,Professional Gel Brush,0
BRG5.C,Professional Gel Brush,0
BRG6.C,Professional Gel Brush,0
BRGS1.C,Professional Gel Brush Set,0
AGB-58,"Professional Gel Brush, Set of 3",0
D-007,Professional Nail Art Electric Drill,3
DRL1.C,Professional Nail Drill,0
LP-200015,Professional Table Lamp (Silver),4
BOTP1.C,Pump Bottle,0
BOTP2.C,Pump Bottle,0
BOTP3.C,Pump Bottle,464
OPB21,Pump Bottle,0
PB-01231,Pump Bottle,0
PB-01231-1,Pump Bottle,0
PB-01232,Pump Bottle,0
BOTP4.C,Pump Bottle OPI,350
PS-0133,Pusher,0
PSM-1133,Pusher,0
RB-04354,Roller Brush,0
RB-04354-1,Roller Brush,0
RB-04354-1PK3,Roller Brush (3pcs/pack),0
RB-04354PK3,Roller Brush (3pcs/pack),0
SO-96,Rubber Finger Gloves,0
FGLV.C,Rubber Finger Gloves 200pk,0
HC3.C,Rubberized Alligator Clip,78
HC4.C,Rubberized Alligator Clip,159
APR1.C,Salon Apron,34
APR2.C,Salon Apron X-Type Back,12
6288-21CAB,Salon Cabinet (Wood),0
HB-061,Salon Chair,0
HB-062,Salon Chair,0
HB-095,Salon Chair,0
HB-1082A,Salon Chair,0
HB-2056,Salon Chair,1
HB-211B,Salon Chair,0
HB-223,Salon Chair,1
HB-226,Salon Chair,1
HB-233,Salon Chair,1
HB-237,Salon Chair,1
HB-251,Salon Chair,1
HB-252,Salon Chair,1
HB-258,Salon Chair,0
HB-261,Salon Chair,0
HB-265,Salon Chair,0
HB-3233,Salon Chair,1
HB-3291,Salon Chair,1
HB-3297,Salon Chair,0
HB-3298,Salon Chair,1
HB-3491,Salon Chair,1
HB-3767,Salon Chair,1
HB-3775,Salon Chair,0
HB-3962,Salon Chair,1
HB-536,Salon Chair,1
HB-854,Salon Chair,0
006-50,Salon Chair 006-50 White,0
006-84,Salon Chair 006-84 Purple,0
006-32,Salon Chair Black,0
006-40A,Salon Chair Black,0
006-45,Salon Chair Black,0
006-54,Salon Chair Black,1
006-56,Salon Chair Black,0
006-57,Salon Chair Black,0
006-58,Salon Chair Black,0
006-59,Salon Chair Black,0
006-65,Salon Chair Black,1
006-72,Salon Chair Black,1
006-82,Salon Chair Black,0
C-002,Salon Chair Black,0
C-003,Salon Chair Black,0
SS000002,Salon Chair Black,0
SS000003,Salon Chair Black,0
SS000004,Salon Chair Black,0
TD-D294A,Salon Chair Black,0
TD-D316A2,Salon Chair Black,0
XY-001,Salon Chair Black,1
006-75,Salon Chair Black and Red,0
006-112,Salon Chair Black and Silver,0
690-11B,Salon Chair Black with Metal Handrest,1
006-36,Salon Chair Black with Wood handrest,0
006-37,Salon Chair Black with Wood handrest,0
006-30,Salon Chair Brown,1
C-001L,Salon Chair Brown,0
001-8,Salon Chair Checkered,0
KC-01,Salon Chair for Kids,1
006-71,Salon Chair Gold,0
006-40,Salon Chair Orange,0
