bl_code,name,quantity
ABM5129,Holiday Splendor,15
05C025,Hologram Glitter,3
05PDGEG06,HOLOGRAM STREAK,1
05A381,Honey Bee,5
05A875,Hot Couture,5
05M875,HOT COUTURE,0
05A788,Hot Latte,1
05A930,Hot Like Lava,2
05A820,How Sweet It Is!,10
05AFN03,I Always Get My Man_darin,5
05A874,I Believe In Amour,5
05M874,I BELIEVE IN AMOUR,0
05A803,In Bloom,6
05A905,Incognito,1
05PDGEG05,IRIDESCENT MERMAID,38
05A949,Its a Hit!,0
05PSGEN80,IVORY FLOWERS,0
05A796,Jack N Jill,2
05M796,JACK N JILL,0
05AN05,Jackie OH!,0
05MN05,JACKIE OH!,0
05C094,Jewel in the Crown,18
05A894,Jewel Of A Girl,2
05DM4JB,JINGLE BLING KIT,6
ABM5275,Jingle Jangle,8
05A829,Just Chill,5
05A806,Killer Curves,0
05M806,KILLER CURVES,0
140970,Kiss & Break Up,17
05A942,Kiss My French,12
05PSGEN97,KIWI,0
05AN17,Koo_Koo CaChoo,0
05MN17,KOO_KOO CACHOO,0
05AN12,Lava Lamp,2
05PSGEN91,LEMON,0
05DLIGHTS,Lights_Striper Kit,0
05C046,Lilac,4
05C067,Limeade,17
05C107,Lilac Hologram,1
05PSGENA23,LITE PINK BUTTERFLIES,0
