bl_code,brand,name,size,color,uom,part_number,payment_term,description,supplier_code,movement,supplier,family,international_cost,retail_price,professional_price,status,inventory_location,qty
CG81433,China Glaze,Happy Holiglaze 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_HappyHoliglaze12pcDisplaywith12pcbackuptotal24pcs,Cash,2013 Happy Holiglaze Collection. Price is for 22pcs only so 2pcs + display are FREE.  ,81433,C,American  International Industries,,36.18,,5300,Discontinued,BLPI - Dasma,44
CG81434,China Glaze,Happy Holiglaze 12pc Display with 24pc backup (total 36pcs),14ml/0.5oz bottles,,display,CGPNO_HappyHoliglaze12pcDisplaywith24pcbackuptotal36pcs,Cash,2013 Happy Holiglaze Collection. Price is for 33pcs only so 3pcs + display are FREE. ,81434,C,American  International Industries,,54.27,,8000,Discontinued,BLPI - Dasma,42
CG81432,China Glaze,Happy Holiglaze 12pc in 12pc Display,14ml/0.5oz bottles,,display,CGPNO_Happy Holiglaze12pcin12pcDisplay,Cash,2013 Happy Holiglaze Collection. Price is for 11pcs only so 1pc + the display are FREE.  ,81432,C,American  International Industries,,18.09,,2650,Discontinued,BLPI - Dasma,42
CG81436,China Glaze,Happy Holiglaze 36pc Prepack,14ml/0.5oz,,set,CGPNO_HappyHoliglaze36pcPrepack,Cash,2013 Happy Holiglaze Collection. No rack.,81436,C,American  International Industries,,54.27,,7260,Discontinued,BLPI - Dasma,44
CG81435,China Glaze,Happy Holiglaze 36pc Rack,14ml/0.5oz bottles,,display,CGPNO_HappyHoliglaze36pcRack,Cash,2013 Happy Holiglaze Collection. Price is for polishes only so the rack is FREE.  ,81435,C,American  International Industries,,54.27,,8000,Discontinued,BLPI - Dasma,48
CG81441,China Glaze,"Happy Holiglaze Be Bright 4pc Mini Set, Includes: Your Present Required, Be Merry, Be Bright, Bells Will Be Blinging & Mingle With Kringle",0.325oz bottles,,set,CGPNO_HappyHoliglazeBeBright4pcMiniSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,81441,C,American  International Industries,,5,550,395,Discontinued,BLPI - Dasma,47
CG81440,China Glaze,"Happy Holiglaze Be Merry 4pc Mini Set, Includes: Just Be-Claws, Santa Red My List, Put A Bow On It & Be Merry, Be Bright",0.325oz bottles,,set,CGPNO_HappyHoliglazeBeMerry4pcMiniSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,81440,C,American  International Industries,,5,550,395,Discontinued,BLPI - Dasma,61
CG81443,China Glaze,"Happy Holiglaze Dash of Dazzle 3pc Set, Includes: Mingle With Kringle, So Blue Without You & Bells Will Be Blinging FREE",14ml/0.5oz bottles,,set,CGPNO_HappyHoliglazeDashofDazzle3pcSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS!  Price is for 3pcs less 20%.  ,81443,C,American  International Industries,,3.75,420,295,Discontinued,BLPI - Dasma,76
CG81445,China Glaze,"Happy Holiglaze Get Carried Away 3pc Set, Includes: Santa Red My List, Your Present Required, So Blue Without You & 1 Change Purse FREE",14ml/0.5oz bottles,,set,CGPNO_HappyHoliglazeGetCarriedAway3pcSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,81445,C,American  International Industries,,5.62,650,440,Discontinued,BLPI - Dasma,144
CG81446,China Glaze,"Happy Holiglaze Good Spirits 2pc Set, Includes: Bells Will Be Blinging, Mingle With Kringle & 1 Shot Glass FREE",14ml/0.5oz bottles,,set,CGPNO_HappyHoliglazeGoodSpirits2pcSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS! Price is for 3pcs less 20%.  ,81446,C,American  International Industries,,3.75,420,295,Discontinued,BLPI - Dasma,83
CG81444,China Glaze,"Happy Holiglaze Oh Joy! 4pc Set, Includes: Just Be-Claws, Santa Red My List, Your Present Required, So Blue Without You & 1 Necklace FREE",14ml/0.5oz bottles,,set,CGPNO_HappyHoliglazeOhJoy4pcSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,81444,C,American  International Industries,,7.5,850,600,Discontinued,BLPI - Dasma,99
CG81447,China Glaze,"Happy Holiglaze Snow Buddy 3pc Set, Includes: Polar Bear, There's Snow One Like You, Be Merry, Be Bright, Elfin' Around & 1 Stuffed Bear FREE",14ml/0.5oz bottles,,set,CGPNO_HappyHoliglazeSnowBuddy3pcSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,81447,C,American  International Industries,,5.62,650,440,Discontinued,BLPI - Dasma,0
CG81439,China Glaze,"Happy Holiglaze Sparkle All The Way 3pc Set, Includes: Your Present Required, Be Merry, Be Bright, Just Be-Claws & 1 Compact Mirror FREE",14ml/0.5oz bottles,,set,CGPNO_HappyHoliglazeSparkleAllTheWay3pcSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,81439,C,American  International Industries,,5.62,650,440,Discontinued,BLPI - Dasma,75
CG81442,China Glaze,"Happy Holiglaze Touch of Twinkle 3pc Set, Includes: Just Be-Claws, Santa Red My List & Be Merry, Be Bright FREE",14ml/0.5oz bottles,,set,CGPNO_HappyHoliglazeTouchofTwinkle3pcSet,Cash,2013 Happy Holiglaze Collection. LIQUIDATION PRICE TO FINISH STOCKS!!! Price is for 3pcs less 20%.  ,81442,C,American  International Industries,,3.75,420,295,Discontinued,BLPI - Dasma,54
CG80211,China Glaze,Harmony,14ml/0.5oz,,piece,CGPNO_Harmony,Cash,2009 Romantique Collection,80211,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,1
CG80621,China Glaze,Harvest Moon,14ml/0.5oz,,piece,CGPNO_HarvestMoon,Cash,"2012 Capitol Colours, Hunger Games",80621,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,4
CG81085,China Glaze,Haunting,14ml/0.5oz,,piece,CGPNO_Haunting,Cash,2011 Haunting Halloween Collection,81085,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG81545,China Glaze,Haunting Halloween Ghoulish Glow 6pc Set,14ml/0.5oz bottles,,set,CGPNO_HauntingHalloweenGhoulishGlow6pcSet,Cash,2011 Haunting Halloween Collection,81545,C,,,6,,1320,Discontinued,BLPI - Dasma,0
CG70392,China Glaze,Haute Hippie,14ml/0.5oz,,piece,CGPNO_HauteHippie,Cash,2003 Bohemian Chic Collection,70392,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80765,China Glaze,Haute Metal,14ml/0.5oz,,piece,CGPNO_HauteMetal,Cash,2011 Crackle Metals Collection,80765,C,American  International Industries,,1.99,350,290,Discontinued,BLPI - Dasma,67
CG70282,China Glaze,Have To Have It,14ml/0.5oz,,piece,CGPNO_HaveToHaveIt,Cash,2004 Crème Couture Collection,70282,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG70337,China Glaze,Hawaiian Punch,14ml/0.5oz,,piece,CGPNO_HawaiianPunch,Cash,Core Colour Current,70337,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,24
CG70691,China Glaze,He's Going In Circles,14ml/0.5oz,,piece,CGPNO_HesGoingInCircles,Cash,2006 Kaleidoscope Collection,70691,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,2
CG70340,China Glaze,Heart of Africa,14ml/0.5oz,,piece,CGPNO_HeartofAfrica,Cash,"Core Colour Current, 2009 What's Your Color? Collection, 2001 African Safari Collection, Old Supplier Code CGX150",70340,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,151
CG81101,China Glaze,Heart of the Matter,14ml/0.5oz,,piece,CGPNO_HeartoftheMatter,Cash,2012 Breast Cancer Awareness - United In Purpose,81101,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,17
CG81329,China Glaze,Heat Index,14ml/0.5oz,,piece,CGPNO_HeatIndex,Cash,2013 Sunsational Collection,81329,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,4
CGCGX022,China Glaze,Heather,14ml/0.5oz,,piece,CGPNO_Heather,Cash,Pre-2000 shade.  Does not belong to any collection. Other code 70336 same as Jamaican Out,CGX022,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70390,China Glaze,Heaven,14ml/0.5oz,,piece,CGPNO_Heaven,Cash,Core Colour Current,70390,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,69
CG80865,China Glaze,Heirloom Organza,14ml/0.5oz,,piece,CGPNO_HeirloomOrganza,Cash,2007 Immaterial Gurl Collection,80865,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80934,China Glaze,Heli-Yum,14ml/0.5oz,,piece,CGPNO_Heli-Yum,Cash,2010 Up & Away Collection,80934,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,7
CG81108,China Glaze,Hello Gorgeous,14ml/0.5oz,,piece,CGPNO_HelloGorgeous,Cash,2012 Breast Cancer Awareness - United In Purpose Collection,81108,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,93
CG70320,China Glaze,Her Fabulousness,14ml/0.5oz,,piece,CGPNO_HerFabulousness,Cash,"Core Colour Old and 2002 Crown Jewels Collection, Old Supplier Code CGX168",70320,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,39
CGCGX148,China Glaze,"Here Kitty, Kitty",14ml/0.5oz,,piece,"CGPNO_HereKitty,Kitty",Cash,2001 African Safari Collection,CGX148,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CGCGX131,China Glaze,Here's Looking At Hue,14ml/0.5oz,,piece,CGPNO_HeresLookingAtHue,Cash,2000 Mad About Hues Collection,CGX131,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80507,China Glaze,Hey Doll,14ml/0.5oz,,piece,CGPNO_HeyDoll,Cash,2010 Vintage Vixen Collection,80507,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,5
CG80965,China Glaze,Hey Sailor,14ml/0.5oz,,piece,CGPNO_HeySailor,Cash,2011 Anchors Away Collection,80965,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,4
CG70420,China Glaze,Hi-Tek,14ml/0.5oz,,piece,CGPNO_Hi-Tek,Cash,2009 Khrome Collection,70420,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,16
CG80939,China Glaze,High Hopes,14ml/0.5oz,,piece,CGPNO_HighHopes,Cash,2010 Up & Away Collection,80939,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,1
CG70321,China Glaze,High Maintenance,14ml/0.5oz,,piece,CGPNO_HighMaintenance,Cash,"Core Colour Current, 2004 Créme Couture Collection, Old Supplier Code CGX192",70321,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,33
CG70317,China Glaze,High Roller,14ml/0.5oz,,piece,CGPNO_HighRoller,Cash,"Core Colour Current, 2004 Monte Carlo Collection",70317,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,1
CG81328,China Glaze,Highlight Of My Summer,14ml/0.5oz,,piece,CGPNO_HighlightOfMySummer,Cash,2013 Sunsational Collection,81328,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,29
CG70532,China Glaze,Hippie Chic,14ml/0.5oz,,piece,CGPNO_HippieChic,Cash,"Core Colour Old and 2003 Bohemian Chic Collection, Old Supplier Code CGX187 and 71532",70532,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,3
CG82277,China Glaze,History Of The World,14ml/0.5oz,,piece,CGPNO_HistoryOfTheWorld,Cash,2014 The Giver Collection,82277,C,American  International Industries,,1.51,350,220,Inactive,BLPI - Dasma,0
CG80656,China Glaze,"Ho, Ho, Ho! 6pc Set, Includes: Merry Berry, Cranberry Splash, Red Satin, With Love, Pure Joy and First & Last",14ml/0.5oz bottles,,set,CGPNO_HoHoHo!6pcSet,Cash,2012 Holiday Joy Collection. Price for 6pcs less 20%.,80656,C,American  International Industries,,7.056,,1320,Discontinued,BLPI - Dasma,0
CG87-2844,China Glaze,Holiday Berry Cuticle Oil,0.325oz,,piece,CGPNO_HolidayBerryCuticleOil,Cash,2011 Let It Snow Holiday Collection,87-2844,C,American  International Industries,,,,,Discontinued,BLPI - Dasma,259
CG80685,China Glaze,"Holiday Charms 4pc Mini, Includes: Merry Berry, Red Satin, Winter Holly and Glitter All The Way",0.325 bottles,,set,CGPNO_HolidayCharms4pcMini,Cash,2012 Holiday Joy Collection,80685,C,American  International Industries,,4,,580,Discontinued,BLPI - Dasma,0
CG80658,China Glaze,Holiday Joy 12pc Display,14ml/0.5oz bottles,,display,CGPNO_HolidayJoy12pcDisplay,Cash,2012 Holiday Joy Collection. Price is for 11pcs only so 1pc + the display are FREE.,80658,C,American  International Industries,,18.14,,2650,Discontinued,BLPI - Dasma,2
CG80660,China Glaze,Holiday Joy 36pc Display,14ml/0.5oz bottles,,display,CGPNO_HolidayJoy36pcDisplay,Cash,2012 Holiday Joy Collection. Price is for polishes only so the display is FREE.,80660,C,American  International Industries,,,,,Discontinued,BLPI - Dasma,0
CG80661,China Glaze,Holiday Joy 36pc Prepack (no rack),14ml/0.5oz bottles,,set,CGPNO_HolidayJoy36pcPrepack(norack),Cash,2012 Holiday Joy Collection,80661,C,American  International Industries,,,,,Discontinued,BLPI - Dasma,0
CG80673,China Glaze,Holiday Joy 36pc Rack,14ml/0.5oz bottles,,display,CGPNO_HolidayJoy36pcRack,Cash,2012 Holiday Joy Collection. Price is for polishes only so the rack is FREE.,80673,C,American  International Industries,,81,,12000,Discontinued,BLPI - Dasma,0
CG81040,China Glaze,"Holiday Spirits 4pc Set, Includes: Icicle, Champagne Bubbles, Glittering Garland + 1 Pewter Bottle Stopper FREE",14ml/0.5oz bottles,,set,CGPNO_HolidaySpirits4pcSet,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81040,C,American  International Industries,,4.23,450,320,Discontinued,BLPI - Dasma,230
CG81036,China Glaze,"Holly Bear-y 3pc Set, Includes: Holly-Day, Winter Berry + 1 Stuffed Bear FREE",14ml/0.5oz bottles,,set,CGPNO_HollyBeary3pcSet,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS!!!,81036,C,American  International Industries,,3.15,350,260,Discontinued,BLPI - Dasma,326
CG80515,China Glaze,Holly-Day,14ml/0.5oz,,piece,CGPNO_Holly-Day,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,80515,C,American  International Industries,,2.1,450,310,Discontinued,BLPI - Dasma,23
CG81296,China Glaze,Hologlam 12pc Display,14ml/0.5oz bottles,,display,CGPNO_Hologlam12pcDisplay,Cash,2013 Hologlam Collection. Price is for 11pcs only so 1pc and the display are FREE.  ,81296,C,American  International Industries,,33.84,,5000,Discontinued,BLPI - Dasma,0
CG81166,China Glaze,Hologlam 12pc Display with 24pc Backup (total 36pc),14ml/0.5oz bottles,,display,CGPNO_Hologlam12pcDisplaywith24pcBackup(total36pc),Cash,2013 Hologlam Collection. Price is for 33pcs only so 3pcs + the display are FREE.  ,81166,C,American  International Industries,,101.52,,,Discontinued,BLPI - Dasma,0
CG80616,China Glaze,Hook and Line,14ml/0.5oz,,piece,CGPNO_HookandLine,Cash,"2012 Capitol Colours, Hunger Games",80616,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,23
CG70628,China Glaze,Hope Chest,14ml/0.5oz,,piece,CGPNO_HopeChest,Cash,Core Colour Old and 2006 Exceptionally Gifted Collection,70628,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG81098,China Glaze,Hopeful,14ml/0.5oz,,piece,CGPNO_Hopeful,Cash,2012 Breast Cancer Awareness - United In Purpose,81098,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,249
CG70334,China Glaze,Hot Apple,14ml/0.5oz,,piece,CGPNO_HotApple,Cash,Pre-2000 shade.  Does not belong to any collection. Old Code CGX055,70334,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70625,China Glaze,Hot Lava Love,14ml/0.5oz,,piece,CGPNO_HotLavaLove,Cash,"Core Colour Current, 2006 Fiji Fling Collection and 2007 Fine Wines and Chocolates Collection",70625,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,61
CGCGT411,China Glaze,Hot Tootsies,14ml/0.5oz,,piece,CGPNO_HotTootsies,Cash,2002 Babes In Toeland III Collection,CGT411,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70688,China Glaze,How About A Tumble,14ml/0.5oz,,piece,CGPNO_HowAboutATumble,Cash,2006 Kaleidoscope Collection,70688,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG70360,China Glaze,How Lola Can You Go?,14ml/0.5oz,,piece,CGPNO_HowLolaCanYouGo?,Cash,Caribbean Temptations Collection,70360,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG81490,China Glaze,Howl You Doin',14ml/0.5oz,,piece,CGPNO_HowlYouDoin,Cash,2013 Monsters Ball Collection,81490,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,85
CGCGX132,China Glaze,Hue Thrill Me,14ml/0.5oz,,piece,CGPNO_HueThrillMe,Cash,2000 Mad About Hues Collection,CGX132,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70263,China Glaze,Hurts So Good,14ml/0.5oz,,piece,CGPNO_Hurts SoGood,Cash,"2005 Voodoo, That U Do and 2007 Fine Wines and Chocolates Collection",70263,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80828,China Glaze,Hybrid,14ml/0.5oz,,piece,CGPNO_Hybrid,Cash,"Core Colour Current, 2008 Ecollection",80828,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,59
CG77001,China Glaze,I,14ml/0.5oz,,piece,CGPNO_I,Cash,"Core Colour Old, 2007 X Anniversary Collection",77001,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,39
CG80526,China Glaze,I Herd That,14ml/0.5oz,,piece,CGPNO_IHerdThat,Cash,2012 On Safari Collection,80526,C,American  International Industries,,1.512,350,220,Discontinued,BLPI - Dasma,5
CG70314,China Glaze,I Love Hue,14ml/0.5oz,,piece,CGPNO_ILoveHue,Cash,2000 Mad About Hues Collection,70314,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG82122,China Glaze,I Love Your Guts                                                 ,14ml/0.5oz,,piece,CGPNO_ILoveYourGuts,Cash,2014 Apocalypse Collection for Halloween,82122,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG81474,China Glaze,I Pink I Can,14ml/0.5oz,,piece,CGPNO_IPinkICan,Cash,2013 Pink Of Me Collection and 2014 POP Top Collection,81474,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,0
CG81789,China Glaze,I Sea The Point,14ml/0.5oz,,piece,CGPNO_ISeaThePoint,Cash,2014 Off Shore Summer Collection,81789,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,42
CG70623,China Glaze,I Wanna Lei Ya,14ml/0.5oz,,piece,CGPNO_IWannaLeiYa,Cash,Core Colour Old and 2006 Fiji Fling Collection,70623,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,5
CG81925,China Glaze,I'd Melt For You,14ml/0.5oz,,piece,CGPNO_IdMeltForYou,Cash,2014 Twinkle Holiday Collection,81925,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG81257,China Glaze,I'm A Chromantic,14ml/0.5oz,,piece,CGPNO_ImAChromantic,Cash,2014 Crinkled Chrome Collection,81257,C,American  International Industries,,2.1,450,310,Active,BLPI - Dasma,0
CG81840,China Glaze,I'm A Go Glitter,14ml/0.5oz,,piece,CGPNO_ImAGoGlitter,Cash,2014 SURPR!SE Collection,81840,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,143
CGCGS520,China Glaze,I'm A Special Blend,14ml/0.5oz,,piece,CGPNO_ImASpecialBlend,Cash,2002 Aroma Café Collection,CGS520,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70267,China Glaze,I'm Not Bitter,14ml/0.5oz,,piece,CGPNO_ImNotBitter,Cash,"2005 Voodoo, That U Do",70267,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80527,China Glaze,I'm Not Lion,14ml/0.5oz,,piece,CGPNO_ImNotLion,Cash,2012 On Safari Collection,80527,C,American  International Industries,,1.512,350,220,Discontinued,BLPI - Dasma,29
CG80443,China Glaze,I'm With The Lifeguard,14ml/0.5oz,,piece,CGPNO_ImWithTheLifeguard,Cash,2012 Summer Neons,80443,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,317
CG72054,China Glaze,Ibiza,14ml/0.5oz,,piece,CGPNO_Ibiza,Cash,"Core Colour Old, 2005 Urban Chic Collection, 2000 Samba Collection, Platinum Series Collection, Old Supplier Code CGX2212",72054,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80523,China Glaze,Icicle,14ml/0.5oz,,piece,CGPNO_Icicle,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,80523,C,American  International Industries,,2.1,450,310,Discontinued,BLPI - Dasma,33
CG80979,China Glaze,Ick-A-Bod-Y,14ml/0.5oz bottles,,piece,CGPNO_Ick-A-Bod-Y,Cash,2010 Awakening Halloween Collection,80979,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80804,China Glaze,IDK,14ml/0.5oz,,piece,CGPNO_IDK,Cash,2008 OMG! Collection,80804,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG81784,China Glaze,"If In Doubt, Surf It Out",14ml/0.5oz,,piece,CGPNO_IfInDoubtSurfItOut,Cash,2014 Off Shore Summer Collection,81784,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,46
CG81129,China Glaze,Igniting Love,14ml/0.5oz,,piece,CGPNO_IgnitingLove,Cash,2012 Cirque Du Soleil Worlds Away Collection,81129,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,23
CG77002,China Glaze,II,14ml/0.5oz,,piece,CGPNO_II,Cash,"Core Colour Old, 2007 X Anniversary Collection",77002,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,32
CG77003,China Glaze,III,14ml/0.5oz,,piece,CGPNO_III,Cash,"Core Colour Old, 2007 X Anniversary Collection",77003,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,7
CG28812,China Glaze,Immaterial Gurl 6pc Display,14ml/0.5oz bottles,,display,CGPNO_ImmaterialGurl6pcDisplay,Cash,2007 Immaterial Gurl Collection,28812,C,American  International Industries,,,,,Discontinued,BLPI - Dasma,0
CG80785,China Glaze,Immortal,14ml/0.5oz,,piece,CGPNO_Immortal,Cash,2012 Wicked Collection,80785,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,0
CG81762,China Glaze,In A Lilly Bit,14ml/0.5oz,,piece,CGPNO_InALillyBit,Cash,2014 City Flourish Collection,81762,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG70889,China Glaze,In Awe of Amber,14ml/0.5oz,,piece,CGPNO_InAweofAmber,Cash,"Core Colour Current, 2006 We Adorn You Collection",70889,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,53
CG70640,China Glaze,In The Lime Light,14ml/0.5oz,,piece,CGPNO_InTheLimeLight,Cash,2010 WOW Factor Collection,70640,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,10
CG81284,China Glaze,In The Rough,14ml/0.5oz,,piece,CGPNO_InTheRough2103Texture,Cash,2013 Texture Collection,81284,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,107
CG70394,China Glaze,In Vogue,14ml/0.5oz,,piece,CGPNO_InVogue,Cash,Core Colour Old and 2004 Crème Couture Collection,70394,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CGCGX153,China Glaze,Indian Ocean,14ml/0.5oz,,piece,CGPNO_IndianOcean,Cash,2001 African Safari Collection,CGX153,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81159,China Glaze,Infra-Red,14ml/0.5oz,,piece,CGPNO_InfraRed,Cash,2013 Hologlam Collection,81159,C,American  International Industries,,2.82,600,410,Discontinued,BLPI - Dasma,29
CG80506,China Glaze,Ingrid,14ml/0.5oz,,piece,CGPNO_Ingrid,Cash,2010 Vintage Vixen Collection,80506,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG80852,China Glaze,INK 18pc Display,14ml/0.5oz bottles,,display,CGPNO_INK18pcDisplay,Cash,2008 INK Collection. Price is for 11pcs only so 1pc + the display are FREE.,80852,C,American  International Industries,,26.33,,,Discontinued,BLPI - Dasma,0
CG80853,China Glaze,INK 29pc Display,14ml/0.5oz bottles,,display,CGPNO_INK29pcDisplay,Cash,2008 INK Collection. Price is for 27pcs only so 2pcs + the display are FREE.,80853,C,American  International Industries,,43.36,,,Discontinued,BLPI - Dasma,0
CG80854,China Glaze,INK 42pc Display,14ml/0.5oz bottles,,display,CGPNO_INK 42pc Display,Cash,2008 INK Collection. Price is for 39pcs only so 3pcs + the display are FREE.,80854,C,American  International Industries,,61.43,,,Discontinued,BLPI - Dasma,0
CG80849,China Glaze,INK 6pc 0.325oz with Ultra-Fine Nail Art Brush Display,0.325oz bottles,,display,CGPNO_INK6pc0.325ozwithUltraFineNailArtBrushDisplay,Cash,2008 INK Collection,80849,C,American  International Industries,,8.78,,1320,Discontinued,BLPI - Dasma,0
CG80851,China Glaze,INK 8pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_INK8pcBoxCollection,Cash,2008 INK Collection,80851,C,American  International Industries,,12.02,,1760,Discontinued,BLPI - Dasma,0
CG80848,China Glaze,INK My Nail - Nail Art Decals,,,piece,CGPNO_INKMyNail-NailArtDecals,Cash,2008 INK Collection,80848,C,American  International Industries,,,350,,Discontinued,BLPI - Dasma,0
CG80850,China Glaze,INK Orange Cuticle Oil 0.625oz Limited Edition 6pc Display,0.625oz bottles,,display,CGPNO_INKOrangeCuticleOil0.625ozLimitedEdition6pcDisplay,Cash,2008 INK Collection,80850,C,American  International Industries,,10.67,,1500,Discontinued,BLPI - Dasma,0
CG70671,China Glaze,Inner Beauty,14ml/0.5oz,,piece,CGPNO_InnerBeauty,Cash,"Core Colour Current, 2007 BLUSH Collection",70671,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,195
CG72025,China Glaze,Innocence,14ml/0.5oz,,piece,CGPNO_Innocence,Cash,"Core Colour Current,  2004 Créme Couture Collection, Old Supplier Code CGX202",72025,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,164
CG80603,China Glaze,Instant Chemistry,14ml/0.5oz,,piece,CGPNO_InstantChemistry,Cash,2012 Magnetix,80603,C,American  International Industries,,2.4,520,350,Discontinued,BLPI - Dasma,162
CG82278,China Glaze,Intelligence Integrity Courage,14ml/0.5oz,,piece,CGPNO_IntelligenceIntegrityCourage,Cash,2014 The Giver Collection,82278,C,American  International Industries,,1.51,350,220,Inactive,BLPI - Dasma,0
CG70315,China Glaze,International Flare,14ml/0.5oz,,piece,CGPNO_InternationalFlare,Cash,"Core Colour Current, 2004 Monte Carlo Collection",70315,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,15
