bl_code,brand,name,size,color,uom,part_number,payment_term,description,supplier_code,movement,supplier,family,international_cost,retail_price,professional_price,status,inventory_location,qty
CG80229,China Glaze,Summer Days 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_SummerDays12pcDisplaywith12pcbackup(total24pcs),Cash,2009 Summer Days Collection. Price is for 22pcs only so 2pcs + display are FREE.,80229,C,American  International Industries,,31.36,,4840,Discontinued,BLPI - Dasma,3
CG28867,China Glaze,Summer Days 36pc Rack w/ 36pc backup (total 72pcs),14ml/0.5oz bottles,,display,CGPNO_SummerDays36pcRackw36pcbackup(total72pcs),Cash,2009 Summer Days Collection. Price is for 66pcs only so 6pcs + display are FREE.,28867,C,American  International Industries,,52.56,,14520,Discontinued,BLPI - Dasma,0
CG80227,China Glaze,"Summer Days 6pc Box Collection, Includes: Orange Marmalade, Cherry Pie, Raspberry Festival, Strawberry Fields, Grape Juice and Watermelon Rind",14ml/0.5oz bottles,,set,CGPNO_SummerDays6pcBoxCollection,Cash,2009 Summer Days Collection,80227,C,American  International Industries,,8.78,,1320,Discontinued,BLPI - Dasma,0
CG80228,China Glaze,Summer Days 6pc Display with 6pc backup (total 12pcs),14ml/0.5oz bottles,,display,CGPNO_SummerDays6pcDisplaywith6pcbackup(total12pcs),Cash,2009 Summer Days Collection. Price is for 11pcs so 1pc + the display are FREE.,80228,C,American  International Industries,,17.55,,2420,Discontinued,BLPI - Dasma,0
CG80459,China Glaze,Summer Neons 12pc Display,14ml/0.5oz bottles,,display,CGPNO_SummerNeons12pcDisplay,Cash,2012 Summer Neons. Price is for 11pcs so 1pc + the display are FREE.  ,80459,C,American  International Industries,,18.14,,2650,Discontinued,BLPI - Dasma,1
CG80460,China Glaze,Summer Neons 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_SummerNeons12pcDisplaywith12pcbackup(total24pcs),Cash,2012 Summer Neons. Price is for 22pcs only so 2pcs + display are FREE.  ,80460,C,American  International Industries,,33.76,,4900,Discontinued,BLPI - Dasma,0
CG80461,China Glaze,Summer Neons 12pc Display with 24pc backup (total 36pcs),14ml/0.5oz bottles,,display,CGPNO_SummerNeons12pcDisplaywith24pcbackup(total36pcs),Cash,2012 Summer Neons. Price is for 33pcs only so 3pcs + the display are FREE.  ,80461,C,American  International Industries,,50.65,,7400,Discontinued,BLPI - Dasma,0
CG80462,China Glaze,Summer Neons 36pc Pre-Pack (no rack),14ml/0.5oz bottles,,set,CGPNO_SummerNeons36pcPre-Pack(norack),Cash,2012 Summer Neons,80462,C,American  International Industries,,50.65,,7260,Discontinued,BLPI - Dasma,0
CG80463,China Glaze,Summer Neons 36pc Rack,14ml/0.5oz bottles,,display,CGPNO_SummerNeons36pcRack,Cash,2012 Summer Neons. Price is for polishes only so the rack is FREE.  ,80463,C,American  International Industries,,50.65,,8000,Discontinued,BLPI - Dasma,0
CG80464,China Glaze,"Summer Neons 3pc Set, Includes: I'm With The Lifeguard, Surfin' For Boys and Splish Splash",14ml/0.5oz bottles,,set,CGPNO_SummerNeons3pcSetI'mWithTheLifeguard,Cash,2012 Summer Neons,80464,C,American  International Industries,,4.23,,660,Discontinued,BLPI - Dasma,0
CG80467,China Glaze,"Summer Neons 3pc Set, Includes: Love's A Beach, Sun-Kissed and Beach Cruise-R",14ml/0.5oz bottles,,set,CGPNO_SummerNeons3pcSetLovesABeach,Cash,2012 Summer Neons,80467,C,American  International Industries,,4.52,,660,Discontinued,BLPI - Dasma,0
CG80457,China Glaze,Summer Neons 8pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_SummerNeons8pcBoxCollection,Cash,2009 Summer Days Collection,80457,C,American  International Industries,,,,,Discontinued,BLPI - Dasma,0
CG70298,China Glaze,Summer Rain,14ml/0.5oz,,piece,CGPNO_SummerRain,Cash,"Core Colour Current, 2001 China Rain Collection, Old Suplier Code CGX145",70298,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,21
CG81318,China Glaze,Sun Of A Peach,14ml/0.5oz,,piece,CGPNO_SunOfAPeach,Cash,2013 Sunsational Collection,81318,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,5
CGCGX140,China Glaze,Sun Showers,14ml/0.5oz,,piece,CGPNO_SunShowers,Cash,2001 China Rain Collection,CGX140,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81793,China Glaze,Sun Upon My Skin,14ml/0.5oz,,piece,CGPNO_SunUponMySkin,Cash,2014 Off Shore Summer Collection,81793,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,50
CG80947,China Glaze,Sun Worshipper,14ml/0.5oz,,piece,CGPNO_SunWorshipper,Cash,2010 Poolside Collection,80947,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,25
CG80444,China Glaze,Sun-Kissed,14ml/0.5oz,,piece,CGPNO_Sun-Kissed,Cash,2012 Summer Neons,80444,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,240
CG81194,China Glaze,Sunday Funday,14ml/0.5oz,,piece,CGPNO_SundayFunday,Cash,2013 Avant Garden Collection,81194,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,14
CGCGX110,China Glaze,Sundiver,14ml/0.5oz,,piece,CGPNO_Sundiver,Cash,Unnamed collection. Pre-2000,CGX110,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70373,China Glaze,Sunrise,14ml/0.5oz,,piece,CGPNO_Sunrise,Cash,"2000 Pure Platinum Collection and Platinum Series Collection, CGX2202",70373,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81335,China Glaze,Sunsational 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_Sunsational12pcDisplaywith12pcbackuptotal24pcs,Cash,2013 Sunsational Collection. Price is for 22pcs only so 2pcs + display are FREE.  ,81335,C,American  International Industries,,36.18,,5300,Active,BLPI - Dasma,0
CG81336,China Glaze,Sunsational 12pc Display with 24pc backup (total 36pcs),14ml/0.5oz bottles,,display,CGPNO_Sunsational12pcDisplaywith24pcbackup total36pcs,Cash,2013 Sunsational Collection. Price is for 33pcs only so 3pcs + the display are FREE.  ,81336,C,American  International Industries,,54.27,,,Active,BLPI - Dasma,0
CG81334,China Glaze,Sunsational 12pc in 12pc Display,14ml/0.5oz bottles,,display,CGPNO_Sunsational12pcin12pcDisplay,Cash,2013 Sunsational Collection. Price is for 11pcs so 1pc + the display are FREE.  ,81334,C,American  International Industries,,18.09,,2650,Active,BLPI - Dasma,0
CG81338,China Glaze,Sunsational 36pc Prepack,14ml/0.5oz bottles,,set,CGPNO_Sunsational36pcPrepack,Cash,2013 Sunsational Collection,81338,C,American  International Industries,,54.27,,7260,Active,BLPI - Dasma,0
CG81337,China Glaze,Sunsational 36pc Rack,14ml/0.5oz bottles,,display,CGPNO_Sunsational36pcRack,Cash,2013 Sunsational Collection. Price is for polishes only so the rack is FREE.  ,81337,C,American  International Industries,,54.27,,8000,Active,BLPI - Dasma,0
CG81330,China Glaze,Sunsational 3pc Set,14ml/0.5oz bottles,,set,CGPNO_Sunsational3pcSet,Cash,2013 Sunsational Collection,81330,C,American  International Industries,,3,,440,Discontinued,BLPI - Dasma,0
CG81331,China Glaze,"Sunsational Crèmes 6pc Set, Includes: Strike Up A Cosmo, Red-y & Willing, Don’t Make Me Wine, Scandalous Shenanigans, Tongue & Chic and Goldie But Goodie",14ml/0.5oz bottles,,set,CGPNO_SunsationalCremes6pcSet,Cash,2013 Sunsational Collection,81331,C,American  International Industries,,9.04,,1320,Active,BLPI - Dasma,14
CG81332,China Glaze,"Sunsational Jellies 6pc Set, Includes: Shell-O, Keepin' It Teal, Isle See You Later, Are You Jelly?, You Drive Me Coconuts & Heat Index",14ml/0.5oz bottles,,set,CGPNO_SunsationalJellies6pcSet,Cash,2013 Sunsational Collection,81332,C,American  International Industries,,9.04,,1320,Active,BLPI - Dasma,14
CG80974,China Glaze,Sunset Sail,14ml/0.5oz,,piece,CGPNO_SunsetSail,Cash,2011 Anchors Away Collection,80974,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,19
CG80407,China Glaze,Sunshine,14ml/0.5oz,,piece,CGPNO_Sunshine,Cash,2009 Specialty Colors,80407,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,9
CG80739,China Glaze,Sunshine Pop,14ml/0.5oz,,piece,CGPNO_SunshinePop,Cash,2012 Electropop Collection,80739,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,11
CG72046,China Glaze,Surf 36pc Wire Rack Display,14ml/0.5oz bottles,,display,CGPNO_Surf36pcWireRackDisplay,Cash,2007 Surf Collection. Price is for polishes only so the rack is FREE.,72046,C,American  International Industries,,52.56,,7920,Discontinued,BLPI - Dasma,0
CG72044,China Glaze,Surf 6pc Box Collection,14ml/0.5oz bottles,,set,CGPNO_Surf6pcBoxCollection,Cash,2007 Surf Collection,72044,C,American  International Industries,,8.76,,1320,Discontinued,BLPI - Dasma,0
CG80446,China Glaze,Surfin' For Boys,14ml/0.5oz,,piece,CGPNO_SurfinForBoys,Cash,2012 Summer Neons,80446,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,317
CG81848,China Glaze,SURPR!SE 12pc Display with 12pc backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_SURPR!SE12pcDisplaywith12pcbackuptotal24pcs,Cash,2014 SURPR!SE Collection. Price is for 22pcs only so 2pcs + display are FREE.  ,81848,C,American  International Industries,,36.24,,4840,Active,BLPI - Dasma,0
CG81849,China Glaze,SURPR!SE 12pc Display with 24pc backup (total 36pcs),14ml/0.5oz bottles,,display,CGPNO_SURPR!SE12pcDisplaywith24pcbackuptotal36pcs,Cash,2014 SURPR!SE Collection. Price is for 33pcs only so 3pcs + the display are FREE.  ,81849,C,American  International Industries,,54.36,,8000,Active,BLPI - Dasma,0
CG81847,China Glaze,SURPR!SE 12pc Display with 6pc backup (total 18pcs),14ml/0.5oz bottles,,display,CGPNO_SURPR!SE12pcDisplaywith6pcbackuptotal18pcs,Cash,2014 SURPR!SE Collection. Price is for 17pcs only so 1pc and the display are FREE.  ,81847,C,American  International Industries,,27.18,,4000,Active,BLPI - Dasma,0
CG81122,China Glaze,Surreal Appeal,14ml/0.5oz,,piece,CGPNO_SurrealAppeal,Cash,2012 Cirque Du Soleil Worlds Away Collection,81122,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,25
CG81169,China Glaze,Swanky Silk,14ml/0.5oz,,piece,CGPNO_SwankySilk,Cash,2012 New Bohemian Collection,81169,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,0
CG70236,China Glaze,Sweet Crème,14ml/0.5oz,,piece,CGPNO_SweetCreme,Cash,Core Colour Old,70236,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,46
CG80745,China Glaze,Sweet Hook,14ml/0.5oz,,piece,CGPNO_SweetHook,Cash,2012 Electropop Collection,80745,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,6
CG70264,China Glaze,Sweet Revenge,14ml/0.5oz,,piece,CGPNO_SweetRevenge,Cash,"Core Colour Old, 2005 Voodoo, That U Do",70264,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,3
CG80505,China Glaze,Swing Baby,14ml/0.5oz,,piece,CGPNO_SwingBaby,Cash,2010 Vintage Vixen Collection,80505,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,2
CGCGX243,China Glaze,Sydney Sand,14ml/0.5oz,,piece,CGPNO_SydneySand,Cash,2005 Down Under Collection,CGX243,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81703,China Glaze,Tail Me Something,14ml/0.5oz,,piece,CGPNO_TailMeSomething,Cash,2014 Sea Goddess Spring Specialty Collection,81703,C,American  International Industries,,2.1,350,310,Active,BLPI - Dasma,163
CG81292,China Glaze,Take A Trek,14ml/0.5oz,,piece,CGPNO_TakeATrek,Cash,2013 Hologlam Collection,81292,C,American  International Industries,,2.82,600,410,Discontinued,BLPI - Dasma,32
CG70624,China Glaze,Tantalize Me,14ml/0.5oz,,piece,CGPNO_TantalizeMe,Cash,"Core Colour Current, 2006 Fiji Fling Collection",70624,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,100
CGCGT407,China Glaze,Tantalizing Toes,14ml/0.5oz,,piece,CGPNO_TantalizingToes,Cash,2002 Babes In Toeland III Collection,CGT407,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG70582,China Glaze,Tarnished And Varnished,14ml/0.5oz,,piece,CGPNO_TarnishedAndVarnished,Cash,2005 Martini Pedicure Collection,70582,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80761,China Glaze,Tarnished Gold,14ml/0.5oz,,piece,CGPNO_TarnishedGold,Cash,2011 Crackle Metals Collection,80761,C,American  International Industries,,1.99,350,290,Discontinued,BLPI - Dasma,10
CG81190,China Glaze,Tart-Y For The Party,14ml/0.5oz,,piece,CGPNO_TartYForTheParty,Cash,2013 Avant Garden Collection,81190,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,43
CG81705,China Glaze,Teal The Tide Turns,14ml/0.5oz,,piece,CGPNO_TealTheTideTurns,Cash,2014 Sea Goddess Spring Specialty Collection,81705,C,American  International Industries,,2.1,350,310,Active,BLPI - Dasma,125
CG70694,China Glaze,Tease,14ml/0.5oz,,piece,CGPNO_Tease,Cash,Core Colour Old and 2007 BLUSH Collection,70694,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80436,China Glaze,Techno,14ml/0.5oz,,piece,CGPNO_Techno80436,Cash,"Core Colour Current, 2009 Specialty Colors, 2012 Electropop Collection and 2014 POP Top Collection but really 2 different codes",80436,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG80409,China Glaze,Techno,14ml/0.5oz,,piece,CGPNO_Techno80409,Cash,"Core Colour Current, 2009 Specialty Colors, 2012 Electropop Collection and 2014 POP Top Collection but really 2 different codes",80409,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,3
CG70322,China Glaze,Tempest,14ml/0.5oz,,piece,CGPNO_Tempest,Cash,Core Colour Current,70322,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,78
CG70527,China Glaze,Temptation Carnation,14ml/0.5oz,,piece,CGPNO_TemptationCarnation,Cash,"Core Colour Current, 2002 Bali Bliss Collection, Old Code CGX156",70527,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,122
CG70646,China Glaze,Tender Touch,14ml/0.5oz,,piece,CGPNO_TenderTouch,Cash,"Core Colour Old, 2008 Soft Shades Collection",70646,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,0
CG70636,China Glaze,Tequila Toes,14ml/0.5oz,,piece,CGPNO_TequilaToes,Cash,2006 Tequila Toes Collection,70636,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81303,China Glaze,Texture 12pc Display with 12pc Backup (total 24pcs),14ml/0.5oz bottles,,display,CGPNO_Texture12pcDisplaywith12pcBackup(total24pcs),Cash,2013 Texture Collection. Price is for 22pcs only so 2pcs and the display are FREE.,81303,C,American  International Industries,,36.18,,5300,Discontinued,BLPI - Dasma,0
CG81302,China Glaze,Texture 12pc in 12pc Display,14ml/0.5oz bottles,,display,CGPNO_Texture12pcDisplay,Cash,2013 Texture Collection. Price is for 11pcs so 1pc + the display are FREE.,81302,C,American  International Industries,,18.09,,2650,Discontinued,BLPI - Dasma,0
CG81322,China Glaze,That's Shore Bright,14ml/0.5oz,,piece,CGPNO_ThatsShoreBright,Cash,2013 Sunsational Collection,81322,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,48
CG70235,China Glaze,Thataway,14ml/0.5oz,,piece,CGPNO_Thataway,Cash,Core Colour Current,70235,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,66
CGCGX2204,China Glaze,The Dawn,14ml/0.5oz,,piece,CGPNO_TheDawn,Cash,2000 Pure Platinum Collection and Platinum Series Collection,CGX2204,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG82284,China Glaze,The Outer Edge,14ml/0.5oz,,piece,CGPNO_TheOuterEdge,Cash,2014 The Giver Collection,82284,C,American  International Industries,,1.51,350,220,Inactive,BLPI - Dasma,0
CGCGX108,China Glaze,The Rush,14ml/0.5oz,,piece,CGPNO_TheRush,Cash,Unnamed collection. Pre-2000,CGX108,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80923,China Glaze,The Ten Man,14ml/0.5oz,,piece,CGPNO_TheTenMan,Cash,2009 Wizard of Ooh Ahz Returns Collection,80923,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,53
CGCGX147,China Glaze,The Wild One,14ml/0.5oz,,piece,CGPNO_TheWildOne,Cash,2001 African Safari Collection,CGX147,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG72123,China Glaze,The WOW Factor 6pc Acetate Box,14ml/0.5oz bottles,,set,CGPNO_TheWOWFactor6pcAcetateBox,Cash,2010 WOW Factor Collection,72123,C,American  International Industries,,8.78,,1320,Discontinued,BLPI - Dasma,0
CG81388,China Glaze,There's Snow One Like You,14ml/0.5oz,,piece,CGPNO_TheresSnowOneLikeYou,Cash,2013 Happy Holiglaze Collection,81388,C,American  International Industries,,1.51,350,220,Discontinued,BLPI - Dasma,26
CG81399,China Glaze,This is Tree-mendous,14ml/0.5oz,,piece,CGPNO_ThisisTreemendous,Cash,2013 Happy Holiglaze Collection,81399,C,American  International Industries,,1.512,350,220,Discontinued,BLPI - Dasma,21
CGCGT404,China Glaze,This Little Piggy Pink,14ml/0.5oz,,piece,CGPNO_ThisLittlePiggyPink,Cash,2001 Babes In Toeland II Collection,CGT404,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG81476,China Glaze,This One's For You,14ml/0.5oz,,piece,CGPNO_ThisOnesForYou,Cash,2013 Pink Of Me Collection,81476,C,American  International Industries,,1.512,350,220,Active,BLPI - Dasma,0
CG70297,China Glaze,Thistle,14ml/0.5oz,,piece,CGPNO_Thistle,Cash,Core Colour Current,70297,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,10
CG81756,China Glaze,Thistle Do Nicely,14ml/0.5oz,,piece,CGPNO_ThistleDoNicely,Cash,2014 City Flourish Collection,81756,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CG80317,China Glaze,Thunderbird,14ml/0.5oz,,piece,CGPNO_Thunderbird,Cash,2009 Retro Diva Collection,80317,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,2
CG70687,China Glaze,Tickle My Triangle,14ml/0.5oz,,piece,CGPNO_TickleMyTriangle,Cash,2006 Kaleidoscope Collection,70687,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CG70630,China Glaze,Tie The Knot,14ml/0.5oz,,piece,CGPNO_TieTheKnot,Cash,Core Colour Old and 2006 Exceptionally Gifted Collection,70630,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG28842,China Glaze,Tinsel,14ml/0.5oz,,piece,CGPNO_Tinsel,Cash,2009 CG Loves You Snow Much Collection,28842,C,American  International Industries,,1.46,350,220,Discontinued,BLPI - Dasma,0
CG80522,China Glaze,Tinsel Town,14ml/0.5oz,,piece,CGPNO_TinselTown,Cash,2011 Let It Snow Holiday Collection. LIQUIDATION PRICE TO FINISH STOCKS! ,80522,C,American  International Industries,,2.1,450,310,Discontinued,BLPI - Dasma,22
CG81931,China Glaze,Tip Your Hat,14ml/0.5oz,,piece,CGPNO_TipYourHat,Cash,2014 Twinkle Holiday Collection,81931,C,American  International Industries,,1.51,350,220,Active,BLPI - Dasma,0
CGCGT408,China Glaze,Tipsy Toes,14ml/0.5oz,,piece,CGPNO_TipsyToes,Cash,2002 Babes In Toeland III Collection,CGT408,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CG80808,China Glaze,TMI,14ml/0.5oz,,piece,CGPNO_TMI,Cash,2008 OMG! Collection,80808,C,American  International Industries,,2.03,370,300,Discontinued,BLPI - Dasma,0
CGCGT401,China Glaze,Toe Die For,14ml/0.5oz,,piece,CGPNO_ToeDieFor,Cash,2001 Babes In Toeland II Collection,CGT401,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
CGCGT416,China Glaze,Toe-fuchsia,14ml/0.5oz,,piece,CGPNO_Toe-fuchsia,Cash,2002 Babes In Toeland IV Collection,CGT416,C,American  International Industries,,1.41,350,220,Discontinued,BLPI - Dasma,0
